ID,sentence,label
2473,Raw and sublimely moving.  ,1
929,As I said above....PRETTY USELESS!,0
1578,The staff are also very friendly and efficient.,1
2684,The two main characters may be two of the most believable children I ever saw put on screen.  ,1
426,"every thing on phone work perfectly, she like it.",1
2095,Worst hour and a half of my life!Oh my gosh!  ,0
788,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
2478,He's a national treasure.  ,1
1474,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0
290,Great Phone.,1
2400,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0
2305,The rest of the cast also play well.  ,1
913,Couldn't figure it out,0
2572,"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1
1314,"Great food for the price, which is very high quality and house made.",1
96,If you plan to use this in a car forget about it.,0
1195,The best place to go for a tasty bowl of Pho!,1
2396,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1
277,Very good phone.,1
2240,"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1
966,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0
1237,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1
1650,Very Very Disappointed ordered the $35 Big Bay Plater.,0
1987,"It lacked flavor, seemed undercooked, and dry.",0
921,It also had a new problem.,0
2251,"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1
2595,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1
1779,"Unfortunately, it was not good.",0
2574,"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1
2374,Not recommended.  ,0
620,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
2672,Really awful.  ,0
1568,AN HOUR... seriously?,0
2204,"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",1
1070,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1
1479,I LOVED it!,1
1193,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1
1871,this is the worst sushi i have ever eat besides Costco's.,0
785,This allows the possibility of double booking for the same date and time after the first.,0
1845,This place deserves no stars.,0
2267,The only thing worse than Taylor's acting was Stanwyck's singing.  ,0
1736,"Friend's pasta -- also bad, he barely touched it.",0
1304,Good Service-check!,1
2682,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1
294,The voice recognition thru the handset is excellent.,1
2702,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0
2293,"This movie creates its own universe, and is fascinating in every way.  ",1
675,Can't upload ringtones from a third party.,0
1234,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1
2306,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1
2367,"This convention never worked well in the past, and certainly doesn't work here.  ",0
2254,"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0
2654,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0
589,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0
2140,Highly entertaining at all angles.  ,1
930,Never got it!!!!!,0
759,Its the best headset I have used.,1
1245,-Drinks took close to 30 minutes to come out at one point.,0
205,"great headset, very impressed - H500.",1
1153,Crostini that came with the salad was stale.,0
2557,Nine out of ten for a truly lovely film.  ,1
2320,"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0
1880,I found a six inch long piece of wire in my salsa.,0
1651,Great place to relax and have an awesome burger and beer.,1
1012,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0
2074,I could not stand to even watch it for very long for fear of losing I.Q.  ,0
2426,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0
648,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0
2045,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1
1411,"Come hungry, leave happy and stuffed!",1
128,"I've only had my bluetooth for a few weeks, but I really like it.",1
2308,About half way through this film I started to dislike it.  ,0
398,"Sounds good reasonably priced and effective, Its that simple !",1
231,What a big waste of time.,0
1541,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
1494,Their daily specials are always a hit with my group.,1
2434,I'll give this film 10 out of 10!  ,1
1373,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1
1743,"When I opened the sandwich, I was impressed, but not in a good way.",0
394,I highly recommend these and encourage people to give them a try.,1
694,The design might be ergonomic in theory but I could not stand having these in my ear.,0
2631,Trumbull on I LOVE LUCY).  ,1
1543,I won't try going back there even if it's empty.,0
1037,"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0
1063,We'd definitely go back here again.,1
207,I've had this for nearly 2 years and it has worked great for me.,1
1495,And then tragedy struck.,0
420,Price is good too.,1
2429,"I saw this film over Christmas, and what a great film it was!  ",1
2008,A bit predictable.  ,0
813,The Jabra EarGels fit my ears very well.,1
1947,I was VERY disappointed!!,0
1173,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1
595,"What possesed me to get this junk, I have no idea...",0
1470,"Very good, though!",1
1598,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1
1560,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
1885,I had about two bites and refused to eat anymore.,0
1546,Last night was my second time dining here and I was so happy I decided to go back!,1
1612,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0
446,Does not fit.,0
1631,The roast beef sandwich tasted really good!,1
736,Krussel Always good.,1
1250,Owner's are really great people.!,1
1637,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
112,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,1
1519,"Point your finger at any item on the menu, order it and you won't be disappointed.",1
860,Last time buying from you.,0
1485,"This isn't a small family restaurant, this is a fine dining establishment.",1
2004,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,1
2037,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1
518,The phone is sturdy and waterproof.,1
900,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0
1986,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
989,The text messaging feature is really tricky to use.,0
704,So just beware.,0
2300,"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1
647,Great phone.,1
1447,Sauce was tasteless.,0
52,A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.,1
909,Seller shipped quickly and much cheaper than the competitors.,1
1416,But now I was completely grossed out.,0
2181,Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,0
1391,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1
1518,"Anyway, I do not think i will go back there.",0
1862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
851,"This is an excellent tool, especially when paired with your phone's auto-answer.",1
2353,This may be the only bad film he ever made.  ,0
1527,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
1291,Just don't know why they were so slow.,0
2021,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1
264,THAT one didn't work either.,0
1082,The turkey and roast beef were bland.,0
1538,Worst martini ever!,0
423,I'm using it with an iriver SPINN (with case) and it fits fine.,1
2170,I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0
337,Very disappointing.,0
317,This is definitely a must have if your state does not allow cell phone usage while driving.,1
282,"First of all, it doesn't wear well.",0
2010,And those baby owls were adorable.  ,1
554,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0
401,Very prompt service.,1
1802,Why are these sad little vegetables so overcooked?,0
204,Battery lasts only a few hours.,0
2344,"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1
1832,No one at the table thought the food was above average or worth the wait that we had for it.,0
2318,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0
2248,"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1
100,Integrated seamlessly with the Motorola RAZR phone.,1
1600,I miss it and wish they had one in Philadelphia!,1
1393,We walked away stuffed and happy about our first Vegas buffet experience.,1
104,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0
2051,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0
2640,End of Days is one of the worst big-budget action movies I've ever seen.  ,0
667,"Looks good in the picture, but this case was a huge disappointment!!",0
2156,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1
93,The ear buds only play music in one ear.,0
906,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1
2142,"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",1
1691,"I probably won't be back, to be honest.",0
2552,The football scenes at the end were perplexing.  ,0
1213,Won't go back.,0
1223,Hopefully this bodes for them going out of business and someone who can cook can come in.,0
80,I wear it everyday and it holds up very well.,1
2287,"This movie was kind of long in length, but I enjoyed every minute of it.  ",1
1385,I don't recommend unless your car breaks down in front of it and you are starving.,0
1672,As a sushi lover avoid this place by all means.,0
1295,"You get incredibly fresh fish, prepared with care.",1
2022,"Overall, the film is interesting and thought-provoking.  ",1
382,Same problem as others have mentioned.,0
2176,"If you see it, you should probably just leave it on the shelf.  ",0
2501,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0
1870,"I started this review with two stars, but I'm editing it to give it only one.",0
2112,I mean this in a terrible way.  ,0
782,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0
1526,And it was way to expensive.,0
1581,Over rated.,0
2221,"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0
2451,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1
522,I ended up sliding it on the edge of my pants or back pockets instead.,1
1064,We are so glad we found this place.,1
1303,Food was really boring.,0
833,"My father has the V265, and the battery is dying.",0
2238,"The soundtrack wasn't terrible, either.  ",1
1249,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
650,Battery is terrible.,0
848,Not good enough for the price.,0
1460,Definitely not worth the $3 I paid.,0
805,Does Not Work.,0
2694,Brilliance indeed.  ,1
1671,I promise they won't disappoint.,1
465,The battery works great!,1
250,"It's fits like a glove and is strong, secure, and durable.",1
866,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1
1354,It was delicious!!!,1
1788,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
191,Any ring tone..Overall good phone to buy..,1
2234,In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,0
1952,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
1017,Waitress was a little slow in service.,0
1168,I've never been treated so bad.,0
311,The instruction manual is lacking.,0
633,You get what you pay for I guess.,0
1272,You can't beat that.,1
1827,For that price I can think of a few place I would have much rather gone.,0
261,Only had this a month but it's worked flawlessly so far.,1
2125,"If this premise sound stupid, that's because it is.  ",0
1607,I just wanted to leave.,0
889,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1
1760,"Food was good, service was good, Prices were good.",1
81,Not a good bargain.,0
1061,This place receives stars for their APPETIZERS!!!,1
1614,An absolute must visit!,1
452,"My colleague & I now get great reception.A little expensive, but performance is great.",1
2413,I believe that Pitch Black was done well.  ,1
1161,I was seated immediately.,1
2617,But this understated film leaves a lasting impression.  ,1
640,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0
67,It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.,1
534,Great case and price!,1
505,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0
1473,Don't waste your time here.,0
605,This is infuriating.,0
1135,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1
38,The case is great and works fine with the 680.,1
91,Made very sturdy.,1
981,you could only take 2 videos at a time and the quality was very poor.,0
1332,"We had fantastic service, and were pleased by the atmosphere.",1
1387,This place deserves one star and 90% has to do with the food.,0
1574,Our server was super nice and checked on us many times.,1
1469,This was my first and only Vegas buffet and it did not disappoint.,1
530,Keep up the good work Amazon!!,1
2347,Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1
2233,I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,0
1402,I don't have to be an accountant to know I'm getting screwed!,0
1483,The selection of food was not the best.,0
803,"If there is a wind, it is completely useless.",0
1874,Weird vibe from owners.,0
2743,I just got bored watching Jessice Lange take her clothes off!  ,0
61,"I really recommend this faceplates since it looks very nice, elegant and cool.",1
1641,I'm not eating here!,0
912,It always cuts out and makes a beep beep beep sound then says signal failed.,0
206,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1
1306,"Will never, ever go back.",0
1867,"For sushi on the Strip, this is the place to go.",1
2110,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0
725,I have always used corded headsets and the freedom from the wireless is very helpful.,1
29,Doesn't hold charge.,0
1033,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0
1179,We literally sat there for 20 minutes with no one asking to take our order.,0
1088,Omelets are to die for!,1
523,I had to go to a store and bought a new NOKIA phone which is working great.,1
1425,No complaints!,1
1138,"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0
946,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
2055,And generally the lines and plot is weaker than the average episode.  ,0
1367,Would come back again if I had a sushi craving while in Vegas.,1
1087,All I have to say is the food was amazing!!!,1
775,Great bluetooth!.,1
2447,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0
1535,An excellent new restaurant by an experienced Frenchman.,1
742,It dit not work most of the time with my Nokia 5320.,0
400,what a disappointment,0
2662,I saw this short film on HBO the other day and absolutely loved it.  ,1
1523,first time there and might just be the last.,0
976,SWEETEST PHONE!!!,1
1039,Service sucks.,0
2687,The scenery that the two daughters paint and photograph are beautiful.  ,1
56,VERY DISAPPOINTED.,0
1853,The price is reasonable and the service is great.,1
2330,Whatever prompted such a documentary is beyond me!  ,0
433,I highly recommend this modest priced cellular phone.,1
1508,Terrible service!,0
1923,The RI style calamari was a joke.,0
2075,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0
2538,That was done in the second movie.  ,0
2716,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1
1450,I don't think we'll be going back anytime soon.,0
1807,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
239,Do not make the same mistake as me.,0
1889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
1015,I was shocked because no signs indicate cash only.,0
2442,"But it is entertaining, nonetheless.  ",1
2115,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0
1625,Ambience is perfect.,1
1909,This is my new fav Vegas buffet spot.,1
2173,The plot was the same as pretty much every other cheap horror.  ,0
1112,This is a really fantastic Thai restaurant which is definitely worth a visit.,1
829,Really good product.,1
5,I have to jiggle the plug to get it to line up right to get decent volume.,0
1188,What I really like there is the crepe station.,1
1866,This place is awesome if you want something light and healthy during the summer.,1
1606,It was awesome.,1
2056,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0
2211,Vivian Schilling did an excellent job with the script.  ,1
2079,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0
2236,1/10 - and only because there is no setting for 0/10.  ,0
1570,Eew... This location needs a complete overhaul.,0
2734,;) Recommend with confidence!  ,1
2157,I must say I have taped most of the episodes and i find myself watching them over and over again.  ,1
39,worthless product.,0
1503,The ambiance was incredible.,1
630,Don't bother - go to the store.,0
1929,Disappointing experience.,0
1209,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1
1844,We could not believe how dirty the oysters were!,0
779,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0
1128,I wouldn't return.,0
1949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
102,Definitely a bargain.,1
592,THey are so cool!,1
1260,I hope this place sticks around.,1
1954,"The fries were not hot, and neither was my burger.",0
1729,"As for the service, I thought it was good.",1
1417,I really enjoyed eating here.,1
610,It doesn't work in Europe or Asia.,0
2402,Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1
872,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
1517,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
2511,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0
2652,I'm so sorry but I really can't recommend it to anyone.  ,0
2338,the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,0
1723,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
2586,This movie is so awesome!  ,1
598,This is a great phone!.,1
1271,You cant go wrong with any of the food here.,1
764,wont work right or atleast for me.,0
1350,We sat another ten minutes and finally gave up and left.,0
1247,Much better than the other AYCE sushi place I went to in Vegas.,1
1334,I love this place.,1
2664,Excellent short film.  ,1
2143,It even has its sweet moments.  ,1
480,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1
2587,"I loved it, it was really scary.  ",1
1160,I came back today since they relocated and still not impressed.,0
349,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0
2364,The lighting is awful.  ,0
2124,Highly unrecommended.  ,0
155,This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,1
1434,So absolutley fantastic.,1
1869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
2223,"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ",1
1106,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
2235,It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,0
868,The item received was Counterfeit.,0
1187,Interesting decor.,1
2656,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0
1268,Just as good as when I had it more than a year ago!,1
1540,I had the opportunity today to sample your amazing pizzas!,1
467,Very disappointed in AccessoryOne.,0
1956,"Then our food came out, disappointment ensued.",0
626,Don't make the same mistake that I did and please don't buy this phone.,0
905,Not nearly as good looking as the AMAZON picture makes it look.,0
1054,The portion was huge!,1
472,Disappointment.. I hate anything that goes in my ear.,0
171,Thank you for wasting my money.,0
962,Also makes it easier to hold on to.,1
1542,The yellowtail carpaccio was melt in your mouth fresh.,1
538,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1
304,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1
2444,There's barely a boring moment in the film and there are plenty of humorous parts.  ,1
1522,"A greasy, unhealthy meal.",0
978,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1
1694,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
2273,At no point in the proceedings does it look remotely like America.  ,0
902,The cutouts and buttons are placed perfectly.,1
2630,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1
922,Happy so far!.,1
819,I would recommend it.,1
2184,"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  ",1
2165,Definitely worth checking out.  ,1
972,Earbud piece breaks easily.,0
1950,It wasn't busy at all and now we know why.,0
2219,Even worse than Ticker!  ,0
1818,It kept getting worse and worse so now I'm officially done.,0
2325,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0
1317,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1
1118,Kind of hard to mess up a steak but they did.,0
2730,"It's a sad movie, but very good.  ",1
322,The Ngage is still lacking in earbuds.,0
712,Poor quality.,0
656,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0
1948,This place is horrible and way overpriced.,0
341,Was not happy.,0
1902,The Buffet at Bellagio was far from what I anticipated.,0
756,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1
1771,Great time - family dinner on a Sunday night.,1
2003,Very little music or anything to speak of.  ,0
1975,What happened next was pretty....off putting.,0
1440,I'll take my business dinner dollars elsewhere.,0
1018,"This place is not worth your time, let alone Vegas.",0
1645,Very bad Experience!,0
1297,I love the fact that everything on their menu is worth it.,1
2707,I have recommended it to friends.  ,1
2641,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0
1780,I had a pretty satifying experience.,1
2198,The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,0
283,I am very impressed with this headset from Plantronics.,1
131,The accompanied software is almost brilliant.,1
1602,They also have the best cheese crisp in town.,1
2560,A standout scene.  ,1
2644,This movie is possibly one of the most creative works of horror ever.  ,1
2669,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1
1,"Good case, Excellent value.",1
918,Works for me.,1
882,The only good thing was that it fits comfortably on small ears.,1
2348,"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0
870,Works fine.,1
2383,"However, here there was no decent acting, action or location work to balance things up.  ",0
917,Leopard Print is wonderfully wild!.,1
1962,She was quite disappointed although some blame needs to be placed at her door.,0
340,Excellent sound quality.,1
2719,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1
556,Great product for the price!.,1
1823,The crêpe was delicate and thin and moist.,1
1076,2 times - Very Bad Customer Service !,0
2352,I don't think there are any redeeming qualities in this remake.  ,0
2605,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0
533,So I basically threw my money out the window for nothing.,0
2177,"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1
158,And I just love the colors!,1
408,Plantronics Bluetooth Excelent Buy.,1
1313,Never going back.,0
461,We would recommend these to others.,1
176,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1
7,If you are Razr owner...you must have this!,1
1069,A great way to finish a great.,1
2315,This is probably the most irritating show I have ever seen in my entire life.  ,0
2401,"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0
2523,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0
735,"Provides good protection and looks classy, too.",1
965,I cannot make calls at certain places.,0
609,It fits my ear well and is comfortable on.,1
1202,The warm beer didn't help.,0
717,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0
604,Poor Construction.,0
738,The design is very good.4.,1
606,"Overall, I would recommend this phone over the new Walkman.",1
2418,My rating: just 3 out of 10.  ,0
845,Stay Away From the Q!.,0
2086,"A truly, truly bad film.  ",0
1344,The selection was probably the worst I've seen in Vegas.....there was none.,0
2057,"Some applause should be given to the ""prelude"" however.  ",1
844,It's not what it says it is.,0
947,"Otherwise, easy to install and use, clear sound.",1
1264,The seafood was fresh and generous in portion.,1
427,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black Model.",0
627,This phone might well be the worst I've ever had in any brand.,0
1040,The shrimp tender and moist.,1
2455,Excellent performance.  ,1
2424,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1
2202,A good commentary of today's love and undoubtedly a film worth seeing.  ,1
115,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1
2633,See both films if you can.  ,1
8,"Needless to say, I wasted my money.",0
2649,This one just fails to create any real suspense.  ,0
1673,What a great double cheeseburger!,1
2601,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0
660,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
1365,"I find wasting food to be despicable, but this just wasn't food.",0
2368,The visual effects were AWFUL.  ,0
51,good protection and does not make phone too bulky.,1
628,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
897,Don't buy this product - It fails!.,0
812,Battery charge-life is quite long.,1
48,This case seems well made.,1
360,Nice design and quality.,1
585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0
185,Incredible!.,1
959,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0
1793,The classic Maine Lobster Roll was fantastic.,1
186,Design Flaw?.,0
509,"As an earlier review noted, plug in this charger and nothing happens.",0
591,Linked to my phone without effort.,1
1183,It was probably dirt.,0
783,It was horrible!.,0
1151,This is a great restaurant at the Mandalay Bay.,1
2313,The cast is good.  ,1
157,This item is fantastic and works perfectly!,1
1955,But then they came back cold.,0
1725,Great food and awesome service!,1
12,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,0
2485,A good film by a great director!  ,1
245,Worth every penny.,1
297,This one works and was priced right.,1
267,It's a great item.,1
153,"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",1
558,Virgin Wireless rocks and so does this cheap little phone!,1
1636,Tried to go here for lunch and it was a madhouse.,0
2582,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0
357,"First off the reception sucks, I have never had more than 2 bars, ever.",0
498,Bad Purchase.,0
259,Great for using with your home stereo.,1
339,It is practically useless and did not add any kind of boost to my reception after I bought it.,0
1048,If you want a sandwich just go to any Firehouse!!!!!,1
109,I purcashed this for the car charger and it does not work.,0
2113,This film has no redeeming features.  ,0
2166,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,1
262,Works great.,1
571,This fixes all the problems.,1
1799,Once you get inside you'll be impressed with the place.,1
1302,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
1931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
288,Poorly contstruct hinge.,0
2261,"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0
2256,"I wasn't expecting Oscar material, but this?  ",0
2556,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1
2096,I had to walk out of the theatre for a few minutes just to get some relief!  ,0
1583,Their steaks are 100% recommended!,1
2494,This is one of Peter Watkins most accessible films.  ,1
2101,Awful.  ,0
904,Problem is that the ear loops are made of weak material and break easily.,0
1982,Food was below average.,0
167,"The look of it is very sharp and the screen is nice and clear, with great graphics.",1
1965,It's NOT hard to make a decent hamburger.,0
512,The sound is clear and the people I talk to on it are amazed at the quality too.,1
1449,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
1707,Would not recommend to others.,0
